DATE,CLI,VIIRS_raw,MLP,VIIRS,MLP_VIIRS,MLP_VIIRS_solo,CLI_diff,MLP_diff,VIIRS_diff,MLP_VIIRS_diff,MLP_VIIRS_solo_diff,CLI_ann,MLP_ann,VIIRS_ann,MLP_VIIRS_ann,MLP_VIIRS_solo_ann
1/1/14,100.6763,21563872.59,98.834462,100.6763,,,,,,,,,,,,
2/1/14,100.6754,20421564.06,98.84209529,95.34314866,100.6739,100.6739,-8.93958E-06,7.72301E-05,-0.054427945,,,,,,,
3/1/14,100.67,17237472.55,98.83952966,80.47742588,101.224669,100.6270176,-5.36392E-05,-2.59572E-05,-0.169505754,0.005455911,-0.000465794,,,,,
4/1/14,100.6587,17091627.77,98.81468784,79.79651326,101.103969,100.6141949,-0.000112254,-0.000251366,-0.008496911,-0.001193108,-0.000127436,,,,,
5/1/14,100.6413,21147561.94,98.81239669,98.73265023,101.1933797,100.6033402,-0.000172876,-2.31865E-05,0.212935885,0.000883953,-0.00010789,,,,,
6/1/14,100.6177,19324396.71,98.80549465,90.22075012,101.1898126,100.592367,-0.000234524,-6.98525E-05,-0.090156248,-3.52507E-05,-0.000109079,-0.000344419,-0.00028167,-0.027738222,,
7/1/14,100.588,19459585.6,98.83208702,90.85191304,101.1520308,100.5590791,-0.00029522,0.000269102,0.006971406,-0.000373446,-0.000330974,-0.000520348,-0.000156284,0.092988995,0.001759202,-0.000531157
8/1/14,100.5522,22570218.78,98.83217784,105.3746774,101.1067833,100.5289211,-0.000355971,9.18909E-07,0.148291503,-0.000447422,-0.000299948,-0.000702663,1.0609E-05,0.103046809,-0.000241756,-0.000544117
9/1/14,100.5119,20115271.75,98.71857446,93.91314683,101.100795,100.503875,-0.000400867,-0.001150119,-0.115151969,-5.92293E-05,-0.000249175,-0.000880131,-0.000167955,0.07832288,-0.000420319,-0.00072268
10/1/14,100.4666,21733342.03,98.72830924,101.4675102,101.0858419,101.9197541,-0.000450794,9.86065E-05,0.077368266,-0.000147914,0.013989495,-0.001048468,-0.00057684,0.071908466,-0.000796927,0.003940091
11/1/14,100.4171,14862626.19,98.64924442,69.38986522,101.0574971,100.4079377,-0.000492822,-0.000801153,-0.379997828,-0.000280443,-0.014944513,-0.001201392,-0.001261118,-0.089054265,-0.000674082,0.003785361
12/1/14,100.3642,29209147.3,98.58629609,136.3701656,100.9653246,100.3692044,-0.000526942,-0.000638306,0.675632172,-0.000912496,-0.000385834,-0.001340892,-0.001414704,0.021909625,-0.000827668,0.003631776
1/1/15,100.3079,21182485,98.44366269,98.89569723,101.0556139,100.2238341,-0.000561114,-0.001447835,-0.321307263,0.000893861,-0.001449405,-0.001465307,-0.002026937,-0.023483948,-0.000709172,-0.006441599
2/1/15,100.2493,28682244.25,97.86193468,133.9101877,100.9395039,100.4119638,-0.000584372,-0.005926777,0.303103603,-0.001149632,0.001875335,-0.001574622,-0.004080355,0.3349194,-0.000936065,-0.006026836
3/1/15,100.1901,19850706.34,98.42246993,92.67795745,100.7975449,100.2024154,-0.000590702,0.005711475,-0.368038674,-0.001407366,-0.002089067,-0.001663165,-0.004187783,0.081837753,-0.001043494,-0.006134265
4/1/15,100.1321,19097221.88,98.29408111,89.16012796,100.6284294,100.1454003,-0.000579067,-0.001305318,-0.038696717,-0.001679183,-0.000569161,-0.001720919,-0.003732224,0.055851464,-0.002355862,-0.000801978
5/1/15,100.0762,19589900.54,98.23397503,91.46032075,100.6597927,100.0882882,-0.000558418,-0.000611679,0.025471282,0.000311626,-0.000570454,-0.001739506,0.000203574,-0.29037941,-0.002891414,-0.001891571
6/1/15,100.0223,19177957.15,98.25337483,89.5370606,100.6243694,100.0302623,-0.000538735,0.000197466,-0.021252601,-0.000351973,-0.000579915,-0.001719516,0.000184776,-0.173124644,-0.002910212,-0.001910369
7/1/15,99.96992,16319176.03,98.18843957,76.19013027,100.5766742,99.99900346,-0.00052382,-0.000661115,-0.161420694,-0.000474105,-0.000312543,-0.001675127,0.000333206,-0.190981386,-0.001669636,-0.002137042
8/1/15,99.91999,15645542.8,98.12792386,73.04510606,100.4962644,99.93491198,-0.000499575,-0.000616512,-0.042154789,-0.000799807,-0.000641127,-0.001619775,-0.001291673,-0.138836044,-0.001286623,-0.001572009
9/1/15,99.87284,16785248.45,98.10026638,78.36610524,100.4675662,99.87438489,-0.000471989,-0.000281891,0.070314361,-0.000285606,-0.000605849,-0.001559496,-0.001238335,-0.17176374,-0.001233285,-0.001518672
10/1/15,99.82841,17997269.63,97.92022645,84.0247274,100.3385816,99.82886119,-0.000444965,-0.001836951,0.069719627,-0.001284668,-0.000455914,-0.001491348,-0.001791677,-0.086736669,-0.001851828,-0.001598664
11/1/15,99.78668,21190371.97,97.88211632,98.93251948,100.4270603,99.78440756,-0.000418105,-0.000389272,0.163326867,0.000881413,-0.000445398,-0.001415657,-0.002267661,0.089326311,-0.001539486,-0.001589855
12/1/15,99.74709,25531712.88,97.96917597,119.2011488,100.3333123,99.74092373,-0.000396825,0.000889038,0.186374396,-0.000933929,-0.000435873,-0.00133716,-0.00219355,0.273553648,-0.001465375,-0.001515744
1/1/16,99.70938,17580701.85,97.89977245,82.07987715,89.56463178,100.1099131,-0.000378128,-0.000708673,-0.373119507,-0.113537259,0.003692652,-0.00126267,-0.001351401,0.233121167,-0.038538606,-1.09873E-05
2/1/16,99.67372,19646207.68,97.81788754,91.72320463,91.36215218,99.750671,-0.000357703,-0.000836766,0.111082512,0.019870795,-0.003594931,-0.001195203,-0.000734163,0.106780015,-0.069842451,0.000378682
3/1/16,99.6405,16351431.82,97.85837238,76.34072443,100.2198347,99.62811628,-0.000333343,0.000413794,-0.18356886,0.092534818,-0.001229366,-0.001131629,-0.00066565,-0.181562233,-0.069773938,0.000447195
4/1/16,99.60961,14757305.99,97.8292469,68.89815169,100.2894593,99.59876715,-0.000310063,-0.000297673,-0.102577185,0.000694478,-0.00029463,-0.001067646,-0.00083623,-0.232110663,0.00578935,-0.002196241
5/1/16,99.58158,20371499.72,97.75977217,95.10941082,99.98503404,99.5698078,-0.000281438,-0.000710415,0.32239857,-0.003040083,-0.000290802,-0.000998376,-0.000815528,-0.194805621,0.067385886,-0.002688457
6/1/16,99.55701,19026341.02,97.76824505,88.82920301,100.1275325,99.53635904,-0.000246763,8.66666E-05,-0.068312463,0.001424183,-0.000335989,-0.000921405,-0.000745454,0.004232638,0.06745596,-0.002618382
7/1/16,99.53632,15577179.02,97.75862596,72.72593277,100.0985227,99.53100183,-0.000207842,-9.83915E-05,-0.200017428,-0.00028977,-5.38231E-05,-0.00083305,-0.000745952,0.080610042,0.029120707,-0.001138945
8/1/16,99.51974,15514227.77,97.76025234,72.4320292,100.0512705,99.5011421,-0.000166586,1.66365E-05,-0.004049436,-0.000472169,-0.000300049,-0.000731833,-0.000546217,-0.022267242,-0.000721616,-0.000763966
9/1/16,99.50748,18593870.26,97.70781328,86.81010575,100.0656424,99.47483438,-0.000123199,-0.000536549,0.181074447,0.000143636,-0.000264431,-0.000618287,-0.000445177,-0.080434356,-0.000620577,-0.000662927
10/1/16,99.50003,22864302.7,97.72044282,106.7476813,100.0615339,99.46722283,-7.48715E-05,0.00012925,0.20674489,-4.10589E-05,-7.65203E-05,-0.000494492,-0.000334685,0.029466051,-0.000108551,-0.000649722
11/1/16,99.49773,20156759.34,97.72026568,94.10684196,100.0525032,99.46107207,-2.31158E-05,-1.8128E-06,-0.126037177,-9.0256E-05,-6.1839E-05,-0.000361157,-0.000472692,0.207519881,-0.000325192,-0.000554032
12/1/16,99.50047,23608827.55,97.68643995,110.2236806,100.0437533,99.45307451,2.75379E-05,-0.000346208,0.158081008,-8.74564E-05,-8.04121E-05,-0.000218764,-0.000339515,0.29478026,-0.000192014,-0.000420854
1/1/17,99.50772,28754815.24,97.81597672,134.2490034,100.049414,99.45898926,7.28613E-05,0.001325168,0.197184549,5.65809E-05,5.9471E-05,-7.14509E-05,0.000116421,0.24326642,-0.000109194,-0.000234781
2/1/17,99.51815,27721482.22,97.75064374,129.4246314,100.1647675,99.4656701,0.00010481,-0.00066814,-0.036597596,0.001152301,6.71695E-05,7.06812E-05,0.000356398,0.262228354,0.000260507,-8.51077E-05
3/1/17,99.5298,26332023.87,97.70523774,122.9375996,100.0630047,99.47221227,0.000117057,-0.000464616,-0.051421808,-0.00101647,6.5771E-05,0.000192407,0.000493459,0.219020495,0.000397568,5.19532E-05
4/1/17,99.54021,28405216.45,97.71830442,132.6168146,100.1026097,99.484964,0.000104586,0.000133727,0.07578697,0.000395722,0.000128186,0.000275464,-0.000165266,0.138533557,0.00061513,0.000166589
5/1/17,99.54797,31208224.34,97.71490476,145.7033538,100.1029014,99.49763932,7.79554E-05,-3.47911E-05,0.094108855,2.91368E-06,0.000127401,0.000306927,-0.000390766,0.071802243,3.53768E-05,0.000258299
6/1/17,99.55186,25587781.39,97.73284864,119.4629186,100.0912819,99.5003225,3.90759E-05,0.000183618,-0.198566713,-0.000116082,2.69669E-05,0.000282557,-0.000360719,0.025856898,6.54243E-05,0.000288346
7/1/17,99.5506,26042838,97.73227769,121.5874635,100.0884345,99.49904787,-1.26568E-05,-5.8419E-06,0.01762785,-2.84486E-05,-1.28104E-05,0.00020853,1.99529E-05,0.00099104,-0.000158966,0.00024849
8/1/17,99.54439,29234900.21,97.73083599,136.4903995,100.0874779,99.49787707,-6.23823E-05,-1.47517E-05,0.11562041,-9.55738E-06,-1.1767E-05,9.66763E-05,0.000196188,-0.060273116,-4.38372E-06,0.000142167
9/1/17,99.53383,29248140.82,97.72917678,136.5522165,100.0875215,99.49658424,-0.000106089,-1.69774E-05,0.000452802,4.34936E-07,-1.29936E-05,-3.75723E-05,8.94796E-05,-0.006149133,-0.000111092,3.54588E-05
10/1/17,99.51942,35064874.1,97.72796878,163.7090819,100.0713503,99.4788271,-0.000144785,-1.23608E-05,0.181383882,-0.000161583,-0.000178486,-0.000176783,2.71212E-05,0.121946568,-0.000120788,-7.9476E-05
11/1/17,99.50172,31738449.76,97.73537402,148.1788429,100.0510604,99.46226672,-0.000177871,7.57711E-05,-0.09967102,-0.000202775,-0.000166485,-0.00030771,-1.17427E-05,0.17110794,-0.000190733,-0.000199594
12/1/17,99.48119,26693271.07,97.6877817,124.624172,100.0451275,99.45444055,-0.000206349,-0.000487069,-0.173117358,-5.93012E-05,-7.86879E-05,-0.000423669,-0.000140439,0.096072754,-0.000319429,-0.00032829
1/1/18,99.45776,28916853.73,97.67864221,135.0055204,100.048615,99.42980496,-0.00023555,-9.35625E-05,0.080013085,3.48585E-05,-0.000247738,-0.00052584,-0.000294029,-0.067338042,-0.000338266,-0.000424845
2/1/18,99.43074,31362081.44,97.44379472,146.4216738,100.0471429,99.40518897,-0.00027171,-0.002407182,0.081174966,-1.47139E-05,-0.000247602,-0.000620795,-0.001305445,-0.098703032,-0.000230011,-0.000496866
3/1/18,99.39937,28358206.52,97.61759759,132.397337,99.97324971,99.38298717,-0.000315546,0.001782033,-0.100683106,-0.000738856,-0.000223371,-0.000718728,-0.001403795,-0.048066551,-0.000328362,-0.000595217
4/1/18,99.36325,29768073.1,97.6265865,138.9796497,99.95421374,99.34629222,-0.000363449,9.20786E-05,0.048519987,-0.000190429,-0.000369296,-0.00082904,-0.001413199,0.025862496,-0.000567289,-0.000711003
5/1/18,99.32135,30794122.79,97.65508934,143.7700177,99.92592639,99.30889288,-0.000421774,0.000291915,0.033887406,-0.000283043,-0.000376525,-0.000958093,0.000304748,0.023747027,-0.000958346,-0.000842725
6/1/18,99.27317,28830798.86,97.50956917,134.6037519,99.86261441,99.27300508,-0.00048521,-0.001491256,-0.065879633,-0.00063379,-0.000361441,-0.001107302,0.000175232,0.009087965,-0.001087863,-0.000972241
7/1/18,99.21904,27111043.17,97.48096981,126.5746449,99.94145328,99.21992156,-0.000545412,-0.000293341,-0.061503079,0.000789162,-0.000534866,-0.001274532,-0.000144639,-0.031747752,-0.000815754,-0.001116429
8/1/18,99.15951,28295441.49,97.39927228,132.1043029,99.87235772,99.16582764,-0.000600166,-0.000838438,0.042759572,-0.000691599,-0.000545341,-0.001451205,-0.001740993,-0.053863561,-0.000590387,-0.001273914
9/1/18,99.09523,26895312.17,97.35117875,125.5674511,99.7004018,99.11175021,-0.000648459,-0.000493899,-0.050748711,-0.001723241,-0.000545472,-0.00162574,-0.001913798,-0.082536888,-0.000763192,-0.001446719
10/1/18,99.02733,32383824.89,102.2718994,151.1919372,99.63153434,99.0181885,-0.000685434,0.049310107,0.185707064,-0.000690983,-0.000944448,-0.001786294,0.014576352,0.007867522,-0.00175591,-0.001700862
11/1/18,98.95729,33119674.66,100.5719418,154.6274348,99.83399699,98.91381775,-0.00070753,-0.016761636,0.02246844,0.002030052,-0.001054612,-0.001923173,0.026135554,0.088550833,-0.001705224,-0.00206849
12/1/18,98.88718,26567122.64,97.15417523,124.0352167,99.49864404,98.91118366,-0.000708739,-0.034574158,-0.220453046,-0.00336476,-2.66305E-05,-0.002025728,0.026002218,0.107622392,-0.001838562,-0.002201828
1/1/19,98.81869,26168461.86,97.13912925,122.1739697,99.47206138,98.83969883,-0.000692847,-0.000154879,-0.01511952,-0.000267202,-0.000722979,-0.00208408,-0.00715393,-0.022651625,-0.001337257,-0.002124815
2/1/19,98.75339,29675486.43,96.75789275,138.5473858,99.46748472,98.77490656,-0.000661025,-0.003932366,0.125766392,-4.60106E-05,-0.000655744,-0.002091143,-0.030725922,-0.111729281,-0.002435191,-0.001745088
3/1/19,98.69279,31718009.96,96.95555147,148.0834147,99.29522723,98.70896789,-0.000613838,0.002040734,0.066563325,-0.001733298,-0.000667788,-0.002046479,-0.030732863,-0.048566701,-0.002442131,-0.001752028
4/1/19,98.63831,28785286.75,96.79239446,134.3912673,98.99067585,98.66136841,-0.000552168,-0.00168422,-0.097020277,-0.003071843,-0.000482337,-0.001952451,-0.014761255,0.054237821,-0.003525212,-0.001752577
5/1/19,98.59405,31874974,96.93679089,148.8162403,98.59952492,98.60976279,-0.000448811,0.001490704,0.101956808,-0.003959219,-0.000523195,-0.001803186,-0.001258381,0.114673164,-0.005220675,-0.001841899
6/1/19,98.5649,32254678.52,96.80252155,150.5889852,99.13850447,98.55317047,-0.000295701,-0.001386083,0.011841915,0.005451464,-0.000574067,-0.001579509,-0.001102744,0.061195914,-0.005065037,-0.001686262
7/1/19,98.55651,27573243.53,96.80112502,128.7325422,99.14122062,98.5508769,-8.51252E-05,-1.44267E-05,-0.156817238,2.73972E-05,-2.32727E-05,-0.001247044,0.000119272,0.015086596,-0.002941439,-0.001457817
8/1/19,98.5763,27897320.21,96.7975246,130.2455747,99.13361895,98.54638137,0.000200778,-3.71946E-05,0.011684769,-7.66782E-05,-4.56173E-05,-0.000768788,-0.000975703,-0.053176874,0.001780742,-0.001114363
9/1/19,98.63177,30624109.61,96.7918267,142.9762689,99.12755153,98.5422822,0.000562553,-5.88659E-05,0.09325696,-6.12063E-05,-4.15972E-05,-0.000110493,-0.000485999,-0.076061526,0.002270446,-0.000624659
10/1/19,98.72908,36482708.05,97.00615433,170.3285922,98.98042546,98.63795492,0.000986113,0.002211867,0.175050802,-0.001485312,0.000970409,0.000749201,0.000189205,0.031608823,0.001222833,4.32502E-05
11/1/19,98.87386,33901922.72,97.13353174,158.2795543,99.20848929,98.73616633,0.001465363,0.001312225,-0.073366666,0.00230148,0.00099518,0.001813893,0.001823515,0.141019373,-0.000326241,0.0008989
12/1/19,99.06806,33652524.21,97.08846142,157.1151754,99.43134448,98.8442815,0.001962192,-0.000464111,-0.007383663,0.002243813,0.001094391,0.003059047,0.002880338,0.1897447,0.000730582,0.001955722
1/1/20,99.30965,28030454.01,94.82676872,130.867143,94.11370386,98.23767087,0.002435658,-0.023570796,-0.182796505,-0.054963734,-0.006155942,0.004430303,-0.005399159,0.008564912,-0.0155345,0.000305867
2/1/20,85.39336,32855298.27,93.4117074,153.3931279,86.32335225,96.52903169,-0.150974401,-0.015035056,0.158821456,-0.086403511,-0.017545946,-0.045433223,-0.019577555,-0.066868358,-0.062160631,-0.007871295
3/1/20,99.89617,30566048.02,93.1378412,142.7051939,95.38539035,94.82221529,0.156863001,-0.002936125,-0.072223168,0.09982527,-0.017840089,-0.044129693,-0.034444875,-0.13036792,-0.07702795,-0.022738615
4/1/20,100.2161,33659836.18,96.43418691,157.1493131,98.67808007,96.61379374,0.003197508,0.034780215,0.096415471,0.03393741,0.018717803,-0.043055395,-0.021267635,0.018485611,-0.044435413,-0.026939235
5/1/20,100.5328,37956992.98,98.3531859,177.2116579,101.1372194,98.44457862,0.003155188,0.019704163,0.120148433,0.024615368,0.018772213,0.060208687,0.008938437,0.077052093,0.054731747,-0.012853428
6/1/20,100.8317,38551360.29,98.69517578,179.9866094,101.0768308,100.4800527,0.002968748,0.00347113,0.015537631,-0.000597275,0.020465491,0.060541083,0.042104266,0.186485343,0.087897573,0.020312401
7/1/20,101.1009,34980482.74,98.98936747,163.3150799,102.6582804,100.7234115,0.002666238,0.002976377,-0.097201116,0.015524878,0.002419032,0.060442438,0.045218477,0.138309073,0.085292174,0.039754057
8/1/20,101.3323,33332962.26,99.23757948,155.6232209,102.3427469,101.0053631,0.002286187,0.002504323,-0.048243505,-0.003078363,0.002795355,0.008677597,0.03101967,0.046893164,0.036449238,0.041764041
9/1/20,101.5208,30898960.21,99.47189389,144.2594773,101.8722923,101.2708175,0.001858488,0.002358363,-0.075824232,-0.004607452,0.002624675,0.007840753,0.014314188,-0.104230298,0.019743759,0.025058559
10/1/20,101.6644,36823289.05,99.70033543,171.9186793,101.9153417,101.4047615,0.001413489,0.002293911,0.175407966,0.000422493,0.001321758,0.006763417,0.007982497,-0.099945204,0.004141661,0.013420243
11/1/20,101.765,37172369.41,100.3680761,173.5484477,102.2658925,101.5548829,0.000989041,0.006675148,0.009435228,0.003433725,0.001479323,0.005543365,0.00877436,-0.02030322,-5.84974E-05,0.006668869
12/1/20,101.8262,36200355.49,99.89785511,169.0103591,102.3085326,101.7044822,0.000601205,-0.004695975,-0.026496788,0.000416866,0.001472004,0.004274306,0.007585701,0.106235199,-0.001247157,0.005480209
1/1/21,101.8519,38339855.86,99.96641137,178.9991484,102.344803,101.7396729,0.000252359,0.000686028,0.057421039,0.000354457,0.00034595,0.003035786,0.006088569,0.102574949,0.002575633,0.004332039
2/1/21,101.8456,39328563.42,100.0343875,183.6151755,102.3438158,101.7763954,-6.18564E-05,0.000679759,0.025461081,-9.64567E-06,0.00036088,0.001879349,0.001202699,0.085030405,0.003079937,0.003249732
3/1/21,101.8099,32773373.15,99.98025911,153.0106401,102.392925,101.7883764,-0.000350592,-0.000541245,-0.182334668,0.000479731,0.000117712,0.000824741,5.31856E-05,-0.000902579,0.001930423,0.002100218
4/1/21,101.7473,35108575.68,99.96073214,163.9131136,102.3676487,101.7270854,-0.000615061,-0.000195327,0.06882903,-0.000246887,-0.000602323,-0.000131964,-0.000854153,-0.043703924,0.000603139,0.000959882
5/1/21,101.6606,39588418.53,99.88852373,184.8283736,102.3822386,101.6667069,-0.000852474,-0.000722629,0.120091192,0.000142515,-0.000593711,-0.001001908,-0.00023049,-0.06030385,0.000474366,-0.000125837
6/1/21,101.5531,42974182.92,99.80144442,200.6356564,102.2097953,101.6063279,-0.001058,-0.000872145,0.082062924,-0.001685729,-0.000594068,-0.00179039,-0.001102038,0.063174715,-0.000397182,-0.000997384
7/1/21,101.4291,39228334.44,99.52245575,183.1472316,102.1390104,101.485675,-0.001221782,-0.002799352,-0.091200235,-0.000692785,-0.00118816,-0.002491973,-0.002547809,0.129507527,-0.001216914,-0.00174812
8/1/21,101.2945,38723169.89,99.49026043,180.7887452,102.0175093,101.3444682,-0.001327917,-0.00032355,-0.012961177,-0.001190275,-0.001392365,-0.003088496,-0.003393091,0.11994618,-0.002531629,-0.002446878
9/1/21,101.1554,34194626.6,99.44734943,159.6461151,101.8471555,101.2458292,-0.001374167,-0.000431402,-0.124369611,-0.001671245,-0.000973778,-0.003554607,-0.003981159,-0.046558543,-0.003119697,-0.003034945
10/1/21,101.0182,37181742.96,98.88950313,173.5922104,101.628892,101.1133516,-0.00135725,-0.005625256,0.083749345,-0.002145349,-0.001309332,-0.003863633,-0.004643186,-0.101403651,-0.00404332,-0.003468124
11/1/21,100.887,39991332.97,98.69021277,186.7094799,101.7376176,100.9800364,-0.00129962,-0.002017317,0.072844895,0.001069258,-0.001319343,-0.004004746,-0.006002829,-0.083295946,-0.003769503,-0.003610744
12/1/21,100.7647,42279187.27,99.05165971,197.3908964,101.4419172,100.8429836,-0.001212983,0.003655749,0.055632183,-0.002910732,-0.001358148,-0.003986741,-0.006147002,0.063623203,-0.003913676,-0.003754917
1/1/22,100.6531,40390657.57,98.99879504,188.573826,101.5112008,100.7287956,-0.001108144,-0.000533851,-0.045696428,0.000682754,-0.001132976,-0.003840546,-0.003652072,0.109077234,-0.002630959,-0.003799914
2/1/22,100.5536,43246404.27,98.72623687,201.9065894,101.2132488,100.6200688,-0.000989033,-0.002756943,0.068315582,-0.002939479,-0.001079984,-0.003600253,-0.000839095,0.12441947,-0.003437666,-0.003789466
3/1/22,100.4661,40417942.14,98.72534905,188.7012109,101.1077322,100.5107717,-0.000870561,-8.99272E-06,-0.067640293,-0.001043061,-0.001086826,-0.003299549,-0.000610083,0.038670282,-0.003208654,-0.003560454
4/1/22,100.389,40920384.11,97.82718995,191.0469861,101.532747,100.4298274,-0.000767718,-0.009139189,0.012354529,0.004194773,-0.000805654,-0.002968404,-0.004946652,0.015420005,-0.002751671,-0.00328112
5/1/22,100.3199,43035442.05,98.26011496,200.9216599,99.6873716,100.352483,-0.000688559,0.004415642,0.050395682,-0.018342372,-0.00077043,-0.00264063,-0.006645817,-0.012293801,-0.006092738,-0.002978387
6/1/22,100.2539,44859702.04,98.49299466,209.4386712,100.8697708,100.2742152,-0.000658112,0.002367229,0.041515877,0.011791282,-0.000780233,-0.00235618,-0.006331327,0.037468608,-0.005778248,-0.002663898
7/1/22,100.1851,20756958.91,98.3705828,96.90902289,100.7324256,99.88507467,-0.000686493,-0.001243621,-0.770658327,-0.001362537,-0.003888313,-0.002158131,-0.000516535,-0.193123587,-0.008486868,-0.003486068
8/1/22,100.1101,31643378.04,98.39218259,147.734977,100.7377914,99.96766819,-0.000748895,0.000219552,0.421647342,5.32659E-05,0.000826544,-0.002080351,0.001508697,-0.293991929,7.0689E-05,-0.003879099
9/1/22,100.0278,39756482.62,98.28361389,185.6130226,100.6553375,100.0610479,-0.000822433,-0.001104037,0.22824401,-0.000818835,0.000933663,-0.002128162,0.001584767,-0.36900295,0.000146759,-0.003803028
10/1/22,99.93792,39655020.16,98.55200544,185.1393199,100.9899684,99.97052374,-0.000898954,0.002727065,-0.002555361,0.003319008,-0.000905099,-0.002273867,0.000352544,0.073024637,0.003635781,-0.001705
11/1/22,99.84419,39642366.91,98.27610155,185.0802451,99.97651716,99.88011626,-0.000938322,-0.002803503,-0.000319134,-0.010085859,-0.000904751,-0.002462604,-0.000488668,0.250646178,-0.002386784,-0.000716395
12/1/22,99.75269,45470905.06,98.02566778,212.2922244,100.3911668,99.79843688,-0.000916848,-0.00255152,0.137174254,0.004138893,-0.000818109,-0.002628039,-0.000655285,0.335668422,-0.002553401,-0.000883012
1/1/23,99.66707,48452690.5,97.30719372,226.213431,100.3540491,99.68287475,-0.000858691,-0.007356441,0.063515196,-0.0003698,-0.001158626,-0.002709232,-0.005506632,0.186679864,-0.005510136,-0.002128543
2/1/23,99.58851,39296573.41,97.67027187,183.4658221,100.3178042,99.6693043,-0.000788535,0.003724313,-0.209450544,-0.000361235,-0.000136146,-0.002677354,-0.007174356,0.108636328,-0.001845622,-0.002540775
3/1/23,99.51784,39004166.07,97.77649879,182.1006458,100.135985,99.54476176,-0.000709872,0.001087017,-0.007468862,-0.001814076,-0.001250339,-0.002545011,-0.00714674,0.012735004,-0.001818006,-0.002513159
4/1/23,99.45559,39086116.49,97.75667487,182.4832517,100.3804741,99.47952922,-0.000625712,-0.000202768,0.002098864,0.002438595,-0.000655523,-0.00234843,-0.001373399,-0.125661948,0.000375344,-0.002233333
5/1/23,99.40387,46153825.4,97.64337005,215.4806078,100.756688,99.42111862,-0.000520166,-0.001159722,0.166212521,0.003740873,-0.000587334,-0.002112322,0.000595993,-0.069127409,0.000694522,-0.002360105
6/1/23,99.36162,49236766.82,97.59574018,229.8740862,99.9508644,99.36073416,-0.000425124,-0.000487913,0.064660789,-0.008029872,-0.000607545,-0.00185029,0.000827562,0.059664719,0.000926091,-0.002128536
7/1/23,99.32717,41156566.05,97.57854904,192.1496602,99.92313686,99.34535207,-0.000346773,-0.000176162,-0.179257159,-0.00027745,-0.000154822,-0.001572939,-0.001316558,0.14847695,-0.00068382,-0.001897767
8/1/23,99.30064,41017509.97,97.52424296,191.5004423,99.89587613,99.30038077,-0.000267133,-0.000556692,-0.00338443,-0.000272854,-0.000452779,-0.001300699,-0.001631656,0.055535842,-0.004999009,-0.00147175
9/1/23,99.28123,42352710.73,97.49362207,197.734159,99.84628202,99.25676925,-0.000195486,-0.000314032,0.032033379,-0.000496581,-0.000439284,-0.001046829,-0.001363816,-0.072324287,-0.00473117,-0.001203911
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,